length,error,name,PZ,Lab,Num,RMSD,file_path,Name,diff
82,4.162984371185303,PZ22_Dokholyan_4,22,Dokholyan,4.0,25.54618263244629,PZ22/test/PZ22_Dokholyan_4.pdb,PZ22_Dokholyan_4,-21.383198261260986
71,2.736302137374878,PZ18_3dRNA_5,18,3dRNA,5.0,24.088041305541992,PZ18/test/PZ18_3dRNA_5.pdb,PZ18_3dRNA_5,-21.351739168167114
49,2.882499933242798,PZ32_FARFAR2_1,32,FARFAR2,1.0,24.222272872924805,PZ32/test/PZ32_FARFAR2_1.pdb,PZ32_FARFAR2_1,-21.339772939682007
49,1.8378567695617676,PZ32_Chen_9,32,Chen,9.0,23.1247615814209,PZ32/test/PZ32_Chen_9.pdb,PZ32_Chen_9,-21.28690481185913
82,4.051116943359375,PZ22_Dokholyan_3,22,Dokholyan,3.0,25.10780906677246,PZ22/test/PZ22_Dokholyan_3.pdb,PZ22_Dokholyan_3,-21.056692123413086
71,3.5871870517730713,PZ18_Lee_5,18,Lee,5.0,24.51205825805664,PZ18/test/PZ18_Lee_5.pdb,PZ18_Lee_5,-20.92487120628357
61,3.1830878257751465,PZ37_Dokholyan_4,37,Dokholyan,4.0,24.00628089904785,PZ37/test/PZ37_Dokholyan_4.pdb,PZ37_Dokholyan_4,-20.823193073272705
185,4.456259250640869,PZ7_Das_7,7,Das,7.0,25.266870498657227,PZ7/test/PZ7_Das_7.pdb,PZ7_Das_7,-20.810611248016357
96,3.9958572387695312,PZ8_Dokholyan_3,8,Dokholyan,3.0,24.717744827270508,PZ8/test/PZ8_Dokholyan_3.pdb,PZ8_Dokholyan_3,-20.721887588500977
49,2.7753043174743652,PZ32_ARES_4,32,ARES,4.0,23.4636344909668,PZ32/test/PZ32_ARES_4.pdb,PZ32_ARES_4,-20.688330173492435
49,2.7753043174743652,PZ32_Das_7,32,Das,7.0,23.4636344909668,PZ32/test/PZ32_Das_7.pdb,PZ32_Das_7,-20.688330173492435
71,4.279697895050049,PZ18_Ding_4,18,Ding,4.0,24.91148567199707,PZ18/test/PZ18_Ding_4.pdb,PZ18_Ding_4,-20.63178777694702
61,4.933902740478516,PZ37_Dfold_5,37,Dfold,5.0,25.445606231689453,PZ37/test/PZ37_Dfold_5.pdb,PZ37_Dfold_5,-20.511703491210938
185,4.779403209686279,PZ7_Das_6,7,Das,6.0,25.15876197814941,PZ7/test/PZ7_Das_6.pdb,PZ7_Das_6,-20.37935876846313
49,2.9429428577423096,PZ32_Bujnicki_3,32,Bujnicki,3.0,23.30666160583496,PZ32/test/PZ32_Bujnicki_3.pdb,PZ32_Bujnicki_3,-20.36371874809265
69,3.99392032623291,PZ35_Dfold2_6,35,Dfold2,6.0,24.264795303344727,PZ35/test/PZ35_Dfold2_6.pdb,PZ35_Dfold2_6,-20.270874977111816
82,4.162012577056885,PZ22_Bujnicki_5,22,Bujnicki,5.0,24.369672775268555,PZ22/test/PZ22_Bujnicki_5.pdb,PZ22_Bujnicki_5,-20.20766019821167
185,4.7029619216918945,PZ7_Bujnicki_4,7,Bujnicki,4.0,24.87569999694824,PZ7/test/PZ7_Bujnicki_4.pdb,PZ7_Bujnicki_4,-20.172738075256344
185,4.703920841217041,PZ7_Bujnicki_5,7,Bujnicki,5.0,24.875185012817383,PZ7/test/PZ7_Bujnicki_5.pdb,PZ7_Bujnicki_5,-20.171264171600342
69,4.191978454589844,PZ35_Dfold2_4,35,Dfold2,4.0,24.32474136352539,PZ35/test/PZ35_Dfold2_4.pdb,PZ35_Dfold2_4,-20.132762908935547
71,4.487193584442139,PZ18_SimRNA_3,18,SimRNA,3.0,24.61672592163086,PZ18/test/PZ18_SimRNA_3.pdb,PZ18_SimRNA_3,-20.12953233718872
185,5.283444404602051,PZ7_Das_4,7,Das,4.0,25.35853576660156,PZ7/test/PZ7_Das_4.pdb,PZ7_Das_4,-20.075091361999508
49,3.851412057876587,PZ32_SimRNA_4,32,SimRNA,4.0,23.892807006835938,PZ32/test/PZ32_SimRNA_4.pdb,PZ32_SimRNA_4,-20.04139494895935
82,4.359097957611084,PZ22_SimRNA_3,22,SimRNA,3.0,24.36389923095703,PZ22/test/PZ22_SimRNA_3.pdb,PZ22_SimRNA_3,-20.004801273345947
49,1.923496961593628,PZ32_Chen_10,32,Chen,10.0,21.88652610778809,PZ32/test/PZ32_Chen_10.pdb,PZ32_Chen_10,-19.96302914619446
61,4.722548961639404,PZ37_SimRNA_5,37,SimRNA,5.0,24.67447280883789,PZ37/test/PZ37_SimRNA_5.pdb,PZ37_SimRNA_5,-19.951923847198486
49,3.028507709503174,PZ32_FARFAR2_10,32,FARFAR2,10.0,22.8386459350586,PZ32/test/PZ32_FARFAR2_10.pdb,PZ32_FARFAR2_10,-19.810138225555427
185,4.859629154205322,PZ7_Das_5,7,Das,5.0,24.580930709838867,PZ7/test/PZ7_Das_5.pdb,PZ7_Das_5,-19.721301555633545
55,3.1970558166503906,PZ38_Ding_5,38,Ding,5.0,22.917993545532227,PZ38/test/PZ38_Ding_5.pdb,PZ38_Ding_5,-19.720937728881836
96,3.9300477504730225,PZ8_Dokholyan_1,8,Dokholyan,1.0,23.622671127319336,PZ8/test/PZ8_Dokholyan_1.pdb,PZ8_Dokholyan_1,-19.692623376846313
77,4.171518325805664,PZ28_SimRNA_4,28,SimRNA,4.0,23.759057998657227,PZ28/test/PZ28_SimRNA_4.pdb,PZ28_SimRNA_4,-19.587539672851562
61,2.764409065246582,PZ37_Xiao_4,37,Xiao,4.0,22.22431373596192,PZ37/test/PZ37_Xiao_4.pdb,PZ37_Xiao_4,-19.45990467071534
71,4.050961017608643,PZ18_LeeAS_2,18,LeeAS,2.0,23.46721839904785,PZ18/test/PZ18_LeeAS_2.pdb,PZ18_LeeAS_2,-19.41625738143921
185,5.128923416137695,PZ7_Das_3,7,Das,3.0,24.529747009277344,PZ7/test/PZ7_Das_3.pdb,PZ7_Das_3,-19.40082359313965
61,6.895821571350098,PZ37_Zhou_1,37,Zhou,1.0,26.08274269104004,PZ37/test/PZ37_Zhou_1.pdb,PZ37_Zhou_1,-19.18692111968994
82,5.183129787445068,PZ22_SimRNA_5,22,SimRNA,5.0,24.241117477416992,PZ22/test/PZ22_SimRNA_5.pdb,PZ22_SimRNA_5,-19.057987689971924
69,5.908401966094971,PZ35_Dokholyan_2,35,Dokholyan,2.0,24.936473846435547,PZ35/test/PZ35_Dokholyan_2.pdb,PZ35_Dokholyan_2,-19.028071880340576
49,2.765125036239624,PZ32_ARES_2,32,ARES,2.0,21.716381072998047,PZ32/test/PZ32_ARES_2.pdb,PZ32_ARES_2,-18.951256036758423
61,4.020029544830322,PZ37_Dfold_4,37,Dfold,4.0,22.97120475769043,PZ37/test/PZ37_Dfold_4.pdb,PZ37_Dfold_4,-18.951175212860107
71,4.258327484130859,PZ18_LeeAS_1,18,LeeAS,1.0,23.15029525756836,PZ18/test/PZ18_LeeAS_1.pdb,PZ18_LeeAS_1,-18.8919677734375
71,3.5076425075531006,PZ9_Dokholyan_3,9,Dokholyan,3.0,22.36138343811035,PZ9/test/PZ9_Dokholyan_3.pdb,PZ9_Dokholyan_3,-18.85374093055725
71,3.9439661502838135,PZ18_Lee_1,18,Lee,1.0,22.76442146301269,PZ18/test/PZ18_Lee_1.pdb,PZ18_Lee_1,-18.82045531272888
71,4.460000038146973,PZ18_SimRNA_1,18,SimRNA,1.0,23.11749649047852,PZ18/test/PZ18_SimRNA_1.pdb,PZ18_SimRNA_1,-18.657496452331547
61,4.471047401428223,PZ37_Yang_10,37,Yang,10.0,23.10573387145996,PZ37/test/PZ37_Yang_10.pdb,PZ37_Yang_10,-18.63468647003174
71,3.6262855529785156,PZ18_Lee_4,18,Lee,4.0,22.125375747680664,PZ18/test/PZ18_Lee_4.pdb,PZ18_Lee_4,-18.49909019470215
61,5.386090278625488,PZ37_Dfold_1,37,Dfold,1.0,23.78108596801757,PZ37/test/PZ37_Dfold_1.pdb,PZ37_Dfold_1,-18.394995689392083
49,2.828770399093628,PZ32_RNAComposer_2,32,RNAComposer,2.0,21.218650817871094,PZ32/test/PZ32_RNAComposer_2.pdb,PZ32_RNAComposer_2,-18.389880418777466
185,5.183910369873047,PZ7_Das_2,7,Das,2.0,23.555593490600582,PZ7/test/PZ7_Das_2.pdb,PZ7_Das_2,-18.371683120727536
49,4.349995136260986,PZ32_Nithin_1,32,Nithin,1.0,22.68813133239746,PZ32/test/PZ32_Nithin_1.pdb,PZ32_Nithin_1,-18.338136196136475
71,3.282224178314209,PZ18_LeeAS_3,18,LeeAS,3.0,21.40648460388184,PZ18/test/PZ18_LeeAS_3.pdb,PZ18_LeeAS_3,-18.12426042556763
40,2.4383013248443604,PZ19_LeeServer_3,19,LeeServer,3.0,20.462501525878903,PZ19/test/PZ19_LeeServer_3.pdb,PZ19_LeeServer_3,-18.024200201034542
71,3.1727652549743652,PZ18_Ding_2,18,Ding,2.0,21.104536056518555,PZ18/test/PZ18_Ding_2.pdb,PZ18_Ding_2,-17.93177080154419
71,3.2496042251586914,PZ18_RNAComposer_2,18,RNAComposer,2.0,21.12132835388184,PZ18/test/PZ18_RNAComposer_2.pdb,PZ18_RNAComposer_2,-17.871724128723148
49,2.839845895767212,PZ32_Das_3,32,Das,3.0,20.612045288085938,PZ32/test/PZ32_Das_3.pdb,PZ32_Das_3,-17.772199392318726
49,2.839845895767212,PZ32_FARFAR2_6,32,FARFAR2,6.0,20.612045288085938,PZ32/test/PZ32_FARFAR2_6.pdb,PZ32_FARFAR2_6,-17.772199392318726
49,2.840296506881714,PZ32_FARFAR2_5,32,FARFAR2,5.0,20.59682846069336,PZ32/test/PZ32_FARFAR2_5.pdb,PZ32_FARFAR2_5,-17.756531953811646
49,2.840296506881714,PZ32_Das_2,32,Das,2.0,20.59682846069336,PZ32/test/PZ32_Das_2.pdb,PZ32_Das_2,-17.756531953811646
71,2.8966100215911865,PZ18_RNAComposer_3,18,RNAComposer,3.0,20.606801986694336,PZ18/test/PZ18_RNAComposer_3.pdb,PZ18_RNAComposer_3,-17.71019196510315
69,4.5920634269714355,PZ36_Nithin_5,36,Nithin,5.0,22.28919792175293,PZ36/test/PZ36_Nithin_5.pdb,PZ36_Nithin_5,-17.697134494781494
61,4.233428478240967,PZ37_Dfold_2,37,Dfold,2.0,21.88845443725586,PZ37/test/PZ37_Dfold_2.pdb,PZ37_Dfold_2,-17.655025959014893
71,3.752276659011841,PZ18_Lee_3,18,Lee,3.0,21.40423393249512,PZ18/test/PZ18_Lee_3.pdb,PZ18_Lee_3,-17.65195727348328
61,3.763002634048462,PZ37_Ding_1,37,Ding,1.0,21.374122619628903,PZ37/test/PZ37_Ding_1.pdb,PZ37_Ding_1,-17.61111998558044
71,3.5939102172851562,PZ18_Lee_2,18,Lee,2.0,21.126802444458008,PZ18/test/PZ18_Lee_2.pdb,PZ18_Lee_2,-17.53289222717285
71,2.8216707706451416,PZ18_3dRNA_3,18,3dRNA,3.0,20.28095245361328,PZ18/test/PZ18_3dRNA_3.pdb,PZ18_3dRNA_3,-17.45928168296814
185,5.777482986450195,PZ7_Chen_5,7,Chen,5.0,23.2185001373291,PZ7/test/PZ7_Chen_5.pdb,PZ7_Chen_5,-17.441017150878906
61,6.261167526245117,PZ37_Dokholyan_5,37,Dokholyan,5.0,23.66375160217285,PZ37/test/PZ37_Dokholyan_5.pdb,PZ37_Dokholyan_5,-17.402584075927734
48,5.753949165344238,PZ15_SimRNAAS1_6,15,SimRNAAS1,6.0,23.09422874450684,PZ15/test/PZ15_SimRNAAS1_6.pdb,PZ15_SimRNAAS1_6,-17.3402795791626
49,2.088362455368042,PZ32_Chen_5,32,Chen,5.0,19.427106857299805,PZ32/test/PZ32_Chen_5.pdb,PZ32_Chen_5,-17.338744401931763
55,2.2742972373962402,PZ38_Xiao_2,38,Xiao,2.0,19.612308502197266,PZ38/test/PZ38_Xiao_2.pdb,PZ38_Xiao_2,-17.338011264801025
48,7.013479232788086,PZ15_3dRNAAS2_8,15,3dRNAAS2,8.0,24.320945739746094,PZ15/test/PZ15_3dRNAAS2_8.pdb,PZ15_3dRNAAS2_8,-17.307466506958008
48,7.046078205108643,PZ15_3dRNAAS2_2,15,3dRNAAS2,2.0,24.317182540893555,PZ15/test/PZ15_3dRNAAS2_2.pdb,PZ15_3dRNAAS2_2,-17.271104335784912
61,4.210043430328369,PZ37_SimRNA_2,37,SimRNA,2.0,21.38789939880371,PZ37/test/PZ37_SimRNA_2.pdb,PZ37_SimRNA_2,-17.177855968475342
71,3.6051485538482666,PZ18_RNAComposer_4,18,RNAComposer,4.0,20.758638381958008,PZ18/test/PZ18_RNAComposer_4.pdb,PZ18_RNAComposer_4,-17.15348982810974
82,3.9639251232147217,PZ22_Dokholyan_5,22,Dokholyan,5.0,21.0567684173584,PZ22/test/PZ22_Dokholyan_5.pdb,PZ22_Dokholyan_5,-17.092843294143677
48,5.152205944061279,PZ15_SimRNAAS2_8,15,SimRNAAS2,8.0,22.13114356994629,PZ15/test/PZ15_SimRNAAS2_8.pdb,PZ15_SimRNAAS2_8,-16.97893762588501
82,2.6653568744659424,PZ22_Xiao_5,22,Xiao,5.0,19.64366912841797,PZ22/test/PZ22_Xiao_5.pdb,PZ22_Xiao_5,-16.978312253952026
71,3.1933462619781494,PZ9_Dokholyan_1,9,Dokholyan,1.0,20.160234451293945,PZ9/test/PZ9_Dokholyan_1.pdb,PZ9_Dokholyan_1,-16.966888189315796
61,2.0957190990448,PZ37_Xiao_3,37,Xiao,3.0,19.03548812866211,PZ37/test/PZ37_Xiao_3.pdb,PZ37_Xiao_3,-16.93976902961731
71,3.8345797061920166,PZ18_RNAComposer_1,18,RNAComposer,1.0,20.71917533874512,PZ18/test/PZ18_RNAComposer_1.pdb,PZ18_RNAComposer_1,-16.884595632553104
82,4.510798454284668,PZ22_Bujnicki_1,22,Bujnicki,1.0,21.36526870727539,PZ22/test/PZ22_Bujnicki_1.pdb,PZ22_Bujnicki_1,-16.854470252990723
69,4.191676139831543,PZ35_Dfold2_1,35,Dfold2,1.0,20.94290542602539,PZ35/test/PZ35_Dfold2_1.pdb,PZ35_Dfold2_1,-16.751229286193848
71,3.5368740558624268,PZ18_Ding_1,18,Ding,1.0,20.270471572875977,PZ18/test/PZ18_Ding_1.pdb,PZ18_Ding_1,-16.73359751701355
48,7.59480094909668,PZ15_3dRNAAS2_9,15,3dRNAAS2,9.0,24.32443618774414,PZ15/test/PZ15_3dRNAAS2_9.pdb,PZ15_3dRNAAS2_9,-16.72963523864746
49,3.5019564628601074,PZ32_Nithin_2,32,Nithin,2.0,20.20289421081543,PZ32/test/PZ32_Nithin_2.pdb,PZ32_Nithin_2,-16.700937747955322
61,4.447384834289551,PZ37_Dfold_3,37,Dfold,3.0,21.140056610107425,PZ37/test/PZ37_Dfold_3.pdb,PZ37_Dfold_3,-16.692671775817875
49,2.789719820022583,PZ32_RNAComposer_1,32,RNAComposer,1.0,19.44160270690918,PZ32/test/PZ32_RNAComposer_1.pdb,PZ32_RNAComposer_1,-16.651882886886597
55,4.607050895690918,PZ38_Dfold_5,38,Dfold,5.0,21.22148704528809,PZ38/test/PZ38_Dfold_5.pdb,PZ38_Dfold_5,-16.61443614959717
55,4.607051372528076,PZ38_Dfold_2,38,Dfold,2.0,21.22148704528809,PZ38/test/PZ38_Dfold_2.pdb,PZ38_Dfold_2,-16.614435672760013
